name,reference product,ISIC_name,ISIC,CPC_name,CPC,prod_category,prod_sub_category,code_EI,activity type,location,production amount,unit,priority
"treatment of used glider, passenger car, shredding","used glider, passenger car",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,eee7c7e586e68ead23ddc497b9d84242,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene terephthalate, open dump, wet infiltration class (500mm)",waste polyethylene terephthalate,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,7a61095c47475a5e03fbff37568c28cf,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of municipal solid waste, unsanitary landfill, hyperarid infiltration class (-250mm)",municipal solid waste,Treatment and disposal of non-hazardous waste,3821, Municipal waste,39910,WasteTreatment,Waste treatment & disposal,d57723ab2080a94f740c502159b0679b,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyvinylchloride, open dump, moist infiltration class (300mm)",waste polyvinylchloride,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,77ac6b4be3f60cb598bad84cf5343d8e,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing","non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",Manufacture of basic precious and other non-ferrous metals,2420, Metal wastes or scraps,39300,WasteTreatment,Waste treatment & disposal,3885467432a512354ea2b91dbb5a61a5,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene, unsanitary landfill, hyperarid infiltration class (-250mm)",waste polyethylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,5f247db8fe6be49aa4b0e259fc5f50b0,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of municipal solid waste, unsanitary landfill, moist infiltration class (300mm)",municipal solid waste,Treatment and disposal of non-hazardous waste,3821, Municipal waste,39910,WasteTreatment,Waste treatment & disposal,f10e7e4e91cb02b472cd598841ada954,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"zinc scrap, post-consumer to generic market for zinc","zinc scrap, post-consumer",Materials recovery,3830, Waste and scrap of zinc,39365,WasteTreatment,Waste treatment & disposal,f2d385445b47887384bcc9253b625d96,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used IT accessory, mechanical treatment",used IT accessory,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,cc6118ddc7c23d8e17c487a5a41f3aa1,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of sulfidic tailings, from copper mine operation, tailings impoundment","sulfidic tailings, from copper mine operation",Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,203a2679765a71defaf0a2a09b6858ef,ordinary transforming activity,RoW,-1.0,kilogram,0.0
"treatment of sulfidic tailings, from gold mine operation, tailings impoundment","sulfidic tailings, from gold mine operation",Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,38867571577e73f5e6bd39d7f4fbf95f,ordinary transforming activity,RoW,-1.0,kilogram,0.0
"treatment of basic oxygen furnace slag, residual material landfill",basic oxygen furnace slag,Treatment and disposal of non-hazardous waste,3821," Slag, dross, scalings and other waste from the manufacture of iron or steel",39310,WasteTreatment,Waste treatment & disposal,705978ed31dc7596c37ae57685dada81,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polystyrene, open dump, moist infiltration class (300mm)",waste polystyrene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,cd6b2474ef2ee07fbd5570ae685333c4,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyvinylchloride, unsanitary landfill, moist infiltration class (300mm)",waste polyvinylchloride,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,7c35051ca5918aac9967a86506b00c13,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste graphical paper, unsanitary landfill, hyperarid infiltration class (-250mm)",waste graphical paper,Treatment and disposal of non-hazardous waste,3821, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,f8bfe906fab897a47fee4bdf846c3dd9,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used refrigeration machine, R134a as refrigerant","used refrigeration machine, R134a as refrigerant",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,9fbcb35b9ceca2cf5f50a32bfe7b2e87,ordinary transforming activity,GLO,-1.0,unit,0.0
"treatment of waste polyethylene terephthalate, open dump, moist infiltration class (300mm)",waste polyethylene terephthalate,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,a51cbbf0b37979deb3ef650b7d3c7cd9,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste graphical paper, open dump, moist infiltration class (300mm)",waste graphical paper,Treatment and disposal of non-hazardous waste,3821, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,daa0ede9ccaf53f6d19a363b7856b036,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene, unsanitary landfill, moist infiltration class (300mm)",waste polyethylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,d77f919cd283041a5ce2aeb847bd7ca5,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of basic oxygen furnace sludge, residual material landfill",basic oxygen furnace sludge,Treatment and disposal of non-hazardous waste,3821," Slag, dross, scalings and other waste from the manufacture of iron or steel",39310,WasteTreatment,Waste treatment & disposal,2a949ea60d997f994aaf2d88665c3029,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste plastic, mixture, unsanitary landfill, wet infiltration class (500mm)","waste plastic, mixture",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,2233080f8843ba062e61d8086f73bf34,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of non-sulfidic tailing, off-site","non-sulfidic tailing, off-site",Treatment and disposal of hazardous waste,3822, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,958e33a59c9233a249a669a171da822e,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste plastic, mixture, open dump, moist infiltration class (300mm)","waste plastic, mixture",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,5b100f18661f6019b9056d4c3e5feb67,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste graphical paper, unsanitary landfill, very wet infiltration class (1000mm)",waste graphical paper,Treatment and disposal of non-hazardous waste,3821, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,7ed8d0320f3641b746731fc375673ff9,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polypropylene, open dump, wet infiltration class (500mm)",waste polypropylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,66b60797f10488df40f0e2b20f541c20,ordinary transforming activity,GLO,-1.0,kilogram,0.0
treatment of waste x-ray film,waste x-ray film,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,44b06de226ec37bb06448efb325b78a5,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyurethane, open burning",waste polyurethane,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,d612a52cdcac3cdb3e8d4f31bea976bb,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of municipal solid waste, open dump, dry infiltration class (100mm)",municipal solid waste,Treatment and disposal of non-hazardous waste,3821, Municipal waste,39910,WasteTreatment,Waste treatment & disposal,451e778ffa7d51146d90f8aa6d4c37b3,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyurethane, unsanitary landfill, moist infiltration class (300mm)",waste polyurethane,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,2ab3926f9f5c54fe234d2ccdde92da85,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyvinylchloride, open dump, very wet infiltration class (1000mm)",waste polyvinylchloride,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,c3178f4abeffb501c34ed45e362d27f0,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used refrigerant R-12, venting",used refrigerant R-12,Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,511d04a1d373c51afa9f7f42eac99df2,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene, open dump, dry infiltration class (100mm)",waste polyethylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,13b4e6df02ba44007c6f719f5a907aa9,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polystyrene, open burning",waste polystyrene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,8db3ebd33e88919f4e19dbb64d2b9c62,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste, pneumatic tyres, open burning","waste, pneumatic tyres",Treatment and disposal of non-hazardous waste,3821, Used pneumatic tyres of rubber,39260,WasteTreatment,Waste treatment & disposal,5697013b3800f956d78b23f823b622d4,ordinary transforming activity,RoW,-1.0,kilogram,0.0
"treatment of waste polystyrene, unsanitary landfill, moist infiltration class (300mm)",waste polystyrene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,261c14e67b54649cf7da3507abf46136,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene terephthalate, open dump, hyperarid infiltration class (-250mm)",waste polyethylene terephthalate,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,610d67f85dd7c3f7ae1b84475a5a8d4e,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of mill scale, residual material landfill",mill scale,Treatment and disposal of non-hazardous waste,3821," Slag, dross, scalings and other waste from the manufacture of iron or steel",39310,WasteTreatment,Waste treatment & disposal,ef2f9f829ef3e14938ca69be39fe6640,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyvinylchloride, open dump, hyperarid infiltration class (-250mm)",waste polyvinylchloride,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,a7ea477cddbcae063206e0bb6955598e,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of blast furnace slag, residual material landfill",blast furnace slag,Treatment and disposal of non-hazardous waste,3821," Slag, dross, scalings and other waste from the manufacture of iron or steel",39310,WasteTreatment,Waste treatment & disposal,26238b45df1babc35da8e005d0ebafd0,ordinary transforming activity,RoW,-1.0,kilogram,0.0
"treatment of waste polyurethane, open dump, wet infiltration class (500mm)",waste polyurethane,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,87be2f836b19ea70eb1ce5de868993e4,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyurethane, unsanitary landfill, wet infiltration class (500mm)",waste polyurethane,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,7b69c4bf7e6649da78c0d45c64f96fb1,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used refrigerant R134a, venting",used refrigerant R134a,Treatment and disposal of hazardous waste,3822, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,e6e4084f8a960c47b9b300684043a265,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of municipal solid waste, open burning",municipal solid waste,Treatment and disposal of non-hazardous waste,3821, Municipal waste,39910,WasteTreatment,Waste treatment & disposal,bd766758f6e1f7bca4c41ae9329c0bba,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste plastic, mixture, open dump, dry infiltration class (100mm)","waste plastic, mixture",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,65ea69fc423d705aa92757c0d612e5a6,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyvinylchloride, unsanitary landfill, dry infiltration class (100mm)",waste polyvinylchloride,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,1c30c0e24bf28b0ec53065a08cf5c739,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used refrigeration machine, carbon dioxide, liquid as refrigerant","used refrigeration machine, carbon dioxide, liquid as refrigerant",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,5fac4f93eaf4a099d5657ea79e9479ea,ordinary transforming activity,GLO,-1.0,unit,0.0
"treatment of bottom ash, MSWI-WWT, heat carrier liquid, 40% C3H8O2, slag compartment","bottom ash, MSWI-WWT, heat carrier liquid, 40% C3H8O2",Treatment and disposal of non-hazardous waste,3821," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,f77e7980ba768d53682bdbaa1d48861f,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene, unsanitary landfill, dry infiltration class (100mm)",waste polyethylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,a499142f81e25ca51ee17a9e62ddad3a,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene terephthalate, open burning",waste polyethylene terephthalate,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,fb11b50877fb162fb60acc1b43d3ffc7,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of tin slag, residual material landfill",tin slag,Treatment and disposal of hazardous waste,3822, Waste and scrap of tin,39366,WasteTreatment,Waste treatment & disposal,78c38ead1856b327f6c1c1caf5c41330,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of residues, MSWI-WWT, WW from vegetable oil refinery, residual material landfill","residues, MSWI-WWT, WW from vegetable oil refinery",Treatment and disposal of hazardous waste,3822," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,8d7fedc21d87ebc3998b75adf46ec311,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene terephthalate, unsanitary landfill, dry infiltration class (100mm)",waste polyethylene terephthalate,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,3ad6c870337fbd4eeb0c2bf550e9d4e9,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used diesel-electric generating set, 18.5kW","used diesel-electric generating set, 18.5kW",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,b370d687a4b6d1657081c62b973fb847,ordinary transforming activity,GLO,-1.0,unit,0.0
"treatment of waste plastic, consumer electronics, open burning","waste plastic, consumer electronics",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,842e4f667c11f5d89c00cf4376bf28ea,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used intermodal shipping container, 40-foot, high-cube","used intermodal shipping container, 40-foot, high-cube",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,a624ed6b8e14ef99c856e54b0e85c757,ordinary transforming activity,GLO,-1.0,unit,0.0
"treatment of used intermodal shipping container, 45-foot, high-cube","used intermodal shipping container, 45-foot, high-cube",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,4d16fa574018609f3045d6f7e4a712d6,ordinary transforming activity,GLO,-1.0,unit,0.0
"treatment of waste plastic, consumer electronics, sanitary landfill, wet infiltration class (500mm)","waste plastic, consumer electronics",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,cd5ff92ee59a8b1429fe8445dd79179e,ordinary transforming activity,GLO,-1.0,kilogram,0.0
treatment of used cable,used cable,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,8f379dfd745b96e3e131dad8597cc495,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of spoil from hard coal mining, in surface landfill",spoil from hard coal mining,Treatment and disposal of hazardous waste,3822, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,d94583ba7d78a34228fc330a9a69d24d,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste graphical paper, open dump, very wet infiltration class (1000mm)",waste graphical paper,Treatment and disposal of non-hazardous waste,3821, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,d69522a122fc3521bfd0fe505efb3630,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of residues, MSWI-WWT, WW from black chrome coating, residual material landfill","residues, MSWI-WWT, WW from black chrome coating",Treatment and disposal of hazardous waste,3822," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,3fb1fa007f16e4cef93ec1685e7d852d,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyvinylchloride, open dump, dry infiltration class (100mm)",waste polyvinylchloride,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,c4e472d6408bc5101536db8b771bf61b,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of lead smelter slag, residual material landfill",lead smelter slag,Treatment and disposal of hazardous waste,3822, Waste and scrap of lead,39364,WasteTreatment,Waste treatment & disposal,5c86145c8c1c4c3826abbf5ecddc983d,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of municipal solid waste, open dump, moist infiltration class (300mm)",municipal solid waste,Treatment and disposal of non-hazardous waste,3821, Municipal waste,39910,WasteTreatment,Waste treatment & disposal,9fef3d132a0d2b883c1eb300096e145f,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of residues, MSWI-WWT[R], WW from anaerobic digestion of whey, residual material landfill","residues, MSWI-WWT[R], WW from anaerobic digestion of whey",Treatment and disposal of hazardous waste,3822," Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…]",39320,WasteTreatment,Waste treatment & disposal,6e02ef68cc38d8174de7ec8e3c6a85a2,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of basic oxygen furnace secondary metallurgy slag, residual material landfill",basic oxygen furnace secondary metallurgy slag,Treatment and disposal of non-hazardous waste,3821," Slag, dross, scalings and other waste from the manufacture of iron or steel",39310,WasteTreatment,Waste treatment & disposal,45f8ddd3f249be7e9910b14363d25719,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste plastic, mixture, unsanitary landfill, very wet infiltration class (1000mm)","waste plastic, mixture",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,d6c2a3de851176a8b3f4016dde127a02,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of sulfidic tailings, from nickel mine operation, tailings impoundment","sulfidic tailings, from nickel mine operation",Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,48431e3166f04a10c462db963a721862,ordinary transforming activity,RoW,-1.0,kilogram,0.0
"treatment of waste polyethylene terephthalate, open dump, very wet infiltration class (1000mm)",waste polyethylene terephthalate,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,8ec5dd24de549fabf4c7a2cde71f01b7,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used Ni-metal hydride battery, pyrometallurgical treatment",used Ni-metal hydride battery,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,539f26c8974af7c253c9f6f5b2e69742,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used reefer, intermodal shipping container, 40-foot, high-cube","used reefer, intermodal shipping container, 40-foot, high-cube",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,4964e43737b79227965bbe6b4549fc7c,ordinary transforming activity,GLO,-1.0,unit,0.0
"treatment of used smartphone, mechanical treatment",used smartphone,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,a8e21fb9c2cdef55965e9dc5eb65bdc2,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene terephthalate, unsanitary landfill, wet infiltration class (500mm)",waste polyethylene terephthalate,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,16b9f4fef744549934d488bf4a5a0199,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyvinylchloride, open burning",waste polyvinylchloride,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,c32481f1a3a0e8ab56c4d51d7d3cf2e9,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used refrigerant R-600a, venting",used refrigerant R-600a,Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,39ff52833548537f86ee3bfb89244b2a,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene, unsanitary landfill, very wet infiltration class (1000mm)",waste polyethylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,1c8f957d5146417eb2392df775041d20,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyurethane, unsanitary landfill, dry infiltration class (100mm)",waste polyurethane,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,dfde85190d550e1d2f02385753d65b7a,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polypropylene, unsanitary landfill, dry infiltration class (100mm)",waste polypropylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,39ee15e5646bc406b07e1059aa8e4c31,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste graphical paper, open dump, dry infiltration class (100mm)",waste graphical paper,Treatment and disposal of non-hazardous waste,3821, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,07dee8219b0830c23cf7ddd03963bd8c,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polypropylene, open dump, dry infiltration class (100mm)",waste polypropylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,83ed0d8f341be72d0eb0481ef6c03365,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polypropylene, open dump, moist infiltration class (300mm)",waste polypropylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,a85fa432b8d5c9910ba348a583aa9e06,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene, open burning",waste polyethylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,09835095bff3bec32708962c5d3d8f75,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste plastic, mixture, open dump, very wet infiltration class (1000mm)","waste plastic, mixture",Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,6f42ba04c25d9e33bb704a9a630ab500,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polypropylene, open dump, very wet infiltration class (1000mm)",waste polypropylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,2fa65d433e06aa1af420bba8414dcac4,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polystyrene, open dump, dry infiltration class (100mm)",waste polystyrene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,0d8d72ad920d3cf59ecacf31b66859c6,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polypropylene, unsanitary landfill, wet infiltration class (500mm)",waste polypropylene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,42aa7f61198856fd1581f9f92889cb46,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste graphical paper, open dump, hyperarid infiltration class (-250mm)",waste graphical paper,Treatment and disposal of non-hazardous waste,3821, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,3b2b23f716e1c8555915bec14e423e51,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of used cathode ray tube display, mechanical treatment",used cathode ray tube display,Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,35cc9ef029a128020deb4c3fa40ae80a,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polyethylene terephthalate, open dump, dry infiltration class (100mm)",waste polyethylene terephthalate,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,060c2862d4ef5e1744bb1cb3fb931751,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste graphical paper, unsanitary landfill, dry infiltration class (100mm)",waste graphical paper,Treatment and disposal of non-hazardous waste,3821, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,96d1dd41bf1df85f1bad5e2e979d88d2,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste graphical paper, open dump, wet infiltration class (500mm)",waste graphical paper,Treatment and disposal of non-hazardous waste,3821, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,2a0d13c3b9cd5409578f133c3dfaca05,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of sulfidic tailings, generic, tailings impoundment","sulfidic tailings, generic",Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,951aa48036be3aa0566f5334872554a9,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"bronze scrap, post-consumer to generic market for bronze","bronze scrap, post-consumer",Materials recovery,3830, Waste and scrap of other metals,39360,WasteTreatment,Waste treatment & disposal,8bc2f10a5bf1c463973699a2758cc522,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"treatment of waste polystyrene, open dump, hyperarid infiltration class (-250mm)",waste polystyrene,Treatment and disposal of non-hazardous waste,3821," Waste, parings and scrap of plastics",39270,WasteTreatment,Waste treatment & disposal,4d720ad13987a007253984bb6d80a2eb,ordinary transforming activity,GLO,-1.0,kilogram,0.0
